timestamp,turbidity_NTU,temperature_C,pH,DO_mg_L,TDS_ppm,ammonia_ppm,water_quality,replace_action
2025-10-03 06:50:00,3.63,25.85,7.36,6.54,167.6,0.179,clean,0
2025-10-03 07:00:00,2.99,25.81,7.13,6.2,184.1,0.038,clean,0
2025-10-03 07:10:00,2.1,26.09,7.07,6.42,197.9,0.044,clean,0
2025-10-03 07:20:00,3.08,26.08,7.3,6.54,171.1,0.045,clean,0
2025-10-03 07:30:00,2.32,26.0,7.14,5.44,211.5,0.097,clean,0
2025-10-03 07:40:00,3.98,26.22,7.36,6.73,172.1,0.122,clean,0
2025-10-03 07:50:00,2.85,26.6,7.29,6.01,180.5,0.137,clean,0
2025-10-03 08:00:00,2.17,26.47,7.3,5.92,169.9,0.229,clean,0
2025-10-03 08:10:00,2.68,25.26,7.0,5.66,183.3,0.0,clean,0
2025-10-03 08:20:00,3.41,24.72,7.38,5.6,153.9,0.13,clean,0
2025-10-03 08:30:00,2.44,26.47,7.24,5.82,171.8,0.072,clean,0
2025-10-03 08:40:00,2.18,25.32,7.14,6.15,163.6,0.071,clean,0
2025-10-03 08:50:00,3.24,25.89,7.22,7.48,182.0,0.069,clean,0
2025-10-03 09:00:00,3.24,25.41,6.93,6.24,194.9,0.055,clean,0
2025-10-03 09:10:00,2.49,25.1,7.26,6.59,189.7,0.184,clean,0
2025-10-03 09:20:00,2.53,26.27,7.05,6.7,144.4,0.142,clean,0
2025-10-03 09:30:00,3.23,26.38,7.0,6.57,210.6,0.101,clean,0
2025-10-03 09:40:00,1.55,25.71,6.97,6.46,184.4,0.168,clean,0
2025-10-03 09:50:00,1.59,24.7,7.37,5.9,168.4,0.024,clean,0
2025-10-03 10:00:00,2.28,25.73,7.11,7.23,182.4,0.033,clean,0
2025-10-03 10:10:00,2.79,26.2,7.43,7.4,182.6,0.0,clean,0
2025-10-03 10:20:00,3.31,25.26,7.12,5.66,170.0,0.065,clean,0
2025-10-03 10:30:00,4.48,26.09,6.94,5.99,183.0,0.108,clean,0
2025-10-03 10:40:00,3.86,25.99,7.03,6.36,170.9,0.105,clean,0
2025-10-03 10:50:00,2.84,26.29,7.39,6.02,173.9,0.107,clean,0
2025-10-03 11:00:00,2.98,26.06,7.18,6.75,169.7,0.029,clean,0
2025-10-03 11:10:00,2.0,25.51,7.12,6.14,158.5,0.14,clean,0
2025-10-03 11:20:00,2.98,26.6,7.22,7.58,182.2,0.112,clean,0
2025-10-03 11:30:00,2.71,25.92,7.28,7.1,188.8,0.137,clean,0
2025-10-03 11:40:00,3.32,25.99,7.37,6.61,187.7,0.005,clean,0
2025-10-03 11:50:00,2.17,25.53,7.42,7.01,192.3,0.116,clean,0
2025-10-03 12:00:00,3.52,25.78,7.15,7.05,184.9,0.041,clean,0
2025-10-03 12:10:00,4.53,25.56,7.0,6.22,172.0,0.08,clean,0
2025-10-03 12:20:00,2.89,25.91,7.14,6.09,192.6,0.127,clean,0
2025-10-03 12:30:00,3.4,26.86,7.24,6.54,159.6,0.105,clean,0
2025-10-03 12:40:00,3.69,25.31,7.06,6.93,166.5,0.057,clean,0
2025-10-03 12:50:00,2.6,25.19,7.06,6.57,165.5,0.1,clean,0
2025-10-03 13:00:00,3.22,26.74,7.25,5.71,196.2,0.023,clean,0
2025-10-03 13:10:00,3.01,25.9,7.19,6.1,194.1,0.158,clean,0
2025-10-03 13:20:00,3.1,25.67,7.2,6.46,187.3,0.09,clean,0
2025-10-03 13:30:00,2.23,26.52,7.09,6.46,196.1,0.156,clean,0
2025-10-03 13:40:00,3.02,25.7,7.17,7.49,166.8,0.074,clean,0
2025-10-03 13:50:00,3.5,26.91,7.06,5.81,185.2,0.074,clean,0
2025-10-03 14:00:00,4.45,26.34,7.33,6.75,178.1,0.062,clean,0
2025-10-03 14:10:00,3.96,25.76,7.36,7.24,192.7,0.144,clean,0
2025-10-03 14:20:00,5.15,27.08,6.92,7.64,178.3,0.065,clean,0
2025-10-03 14:30:00,2.23,25.7,7.06,6.3,174.2,0.132,clean,0
2025-10-03 14:40:00,3.87,26.37,6.98,6.75,188.1,0.081,clean,0
2025-10-03 14:50:00,3.18,26.15,7.1,6.78,193.1,0.001,clean,0
2025-10-03 15:00:00,5.19,26.65,7.19,6.6,170.0,0.071,clean,0
2025-10-03 15:10:00,2.19,26.78,6.98,6.45,179.1,0.041,clean,0
2025-10-03 15:20:00,2.16,26.02,7.06,6.72,164.1,0.102,clean,0
2025-10-03 15:30:00,2.4,25.62,7.05,5.23,142.5,0.04,clean,0
2025-10-03 15:40:00,0.88,26.23,7.23,6.84,183.0,0.146,clean,0
2025-10-03 15:50:00,2.47,25.66,7.21,6.56,189.1,0.095,clean,0
2025-10-03 16:00:00,2.24,27.01,7.09,6.39,183.9,0.091,clean,0
2025-10-03 16:10:00,3.15,26.07,7.23,7.52,150.8,0.133,clean,0
2025-10-03 16:20:00,3.27,25.82,7.12,6.16,174.7,0.17,clean,0
2025-10-03 16:30:00,6.35,26.09,7.16,6.19,146.7,0.13,clean,0
2025-10-03 16:40:00,5.22,25.33,7.45,7.27,200.5,0.273,clean,0
2025-10-03 16:50:00,4.52,25.51,7.4,5.75,163.7,0.259,clean,0
2025-10-03 17:00:00,4.7,26.6,7.01,5.78,198.8,0.314,clean,0
2025-10-03 17:10:00,6.64,25.67,7.32,5.87,194.2,0.361,clean,0
2025-10-03 17:20:00,5.61,25.48,7.32,6.26,166.5,0.574,dirty,1
2025-10-03 17:30:00,11.9,26.27,7.03,5.83,163.0,0.532,dirty,1
2025-10-03 17:40:00,10.6,26.59,7.32,4.97,185.3,0.653,dirty,1
2025-10-03 17:50:00,9.91,26.36,7.43,5.24,167.3,0.652,dirty,1
2025-10-03 18:00:00,9.31,26.5,7.03,5.09,181.5,0.855,dirty,1
2025-10-03 18:10:00,13.59,25.62,7.06,5.25,172.8,0.856,dirty,1
2025-10-03 18:20:00,13.68,25.29,7.35,5.39,153.3,0.888,dirty,1
2025-10-03 18:30:00,15.04,26.75,7.24,5.27,146.5,0.891,dirty,1
2025-10-03 18:40:00,13.75,25.84,7.28,4.06,183.4,0.951,dirty,1
2025-10-03 18:50:00,16.85,25.87,7.25,5.37,171.6,0.981,dirty,1
2025-10-03 19:00:00,3.01,26.66,7.26,6.63,171.7,0.057,clean,0
2025-10-03 19:10:00,3.05,26.28,7.0,7.19,190.4,0.073,clean,0
2025-10-03 19:20:00,2.55,26.23,7.36,6.72,197.6,0.138,clean,0
2025-10-03 19:30:00,3.62,27.08,7.38,7.05,175.9,0.089,clean,0
2025-10-03 19:40:00,1.93,25.68,7.17,6.73,174.9,0.033,clean,0
2025-10-03 19:50:00,2.86,26.46,7.19,7.17,187.5,0.188,clean,0
2025-10-03 20:00:00,3.12,26.03,6.97,6.76,159.6,0.116,clean,0
2025-10-03 20:10:00,3.51,26.13,7.28,6.45,183.3,0.03,clean,0
2025-10-03 20:20:00,3.71,26.76,7.29,7.64,188.3,0.078,clean,0
2025-10-03 20:30:00,1.88,26.25,7.19,6.94,190.2,0.106,clean,0
2025-10-03 20:40:00,1.47,26.27,7.37,6.79,150.9,0.185,clean,0
2025-10-03 20:50:00,4.28,26.54,7.15,5.86,168.6,0.045,clean,0
2025-10-03 21:00:00,3.33,25.82,7.28,5.86,166.8,0.149,clean,0
2025-10-03 21:10:00,2.25,25.58,7.05,6.65,181.5,0.17,clean,0
2025-10-03 21:20:00,4.55,25.48,7.2,6.57,187.2,0.069,clean,0
2025-10-03 21:30:00,3.12,25.02,7.17,6.19,202.5,0.086,clean,0
2025-10-03 21:40:00,4.18,27.03,7.23,6.57,172.6,0.048,clean,0
2025-10-03 21:50:00,3.07,25.45,7.14,7.29,172.5,0.09,clean,0
2025-10-03 22:00:00,5.06,25.89,7.18,6.85,197.2,0.098,clean,0
2025-10-03 22:10:00,4.76,25.86,7.32,5.93,184.4,0.133,clean,0
2025-10-03 22:20:00,2.75,26.15,7.13,6.44,199.0,0.155,clean,0
2025-10-03 22:30:00,3.97,26.41,6.96,6.1,184.3,0.063,clean,0
2025-10-03 22:40:00,3.65,26.43,7.46,6.31,162.6,0.002,clean,0
2025-10-03 22:50:00,4.37,25.71,7.41,6.29,160.0,0.099,clean,0
2025-10-03 23:00:00,2.04,25.92,7.01,6.26,156.7,0.115,clean,0
2025-10-03 23:10:00,3.69,26.14,7.3,5.87,189.9,0.112,clean,0
2025-10-03 23:20:00,4.06,25.88,7.12,6.44,197.8,0.084,clean,0
2025-10-03 23:30:00,1.24,26.8,7.24,6.22,207.7,0.106,clean,0
2025-10-03 23:40:00,1.82,26.25,7.24,5.04,192.6,0.176,clean,0
2025-10-03 23:50:00,0.96,26.37,7.16,7.53,197.4,0.119,clean,0
2025-10-04 00:00:00,2.73,26.33,7.08,7.04,171.3,0.081,clean,0
2025-10-04 00:10:00,3.72,26.59,7.1,6.31,162.7,0.075,clean,0
2025-10-04 00:20:00,4.5,26.09,7.06,6.51,192.8,0.092,clean,0
2025-10-04 00:30:00,3.07,25.35,7.08,5.91,186.3,0.182,clean,0
2025-10-04 00:40:00,4.63,26.2,7.19,7.35,181.6,0.091,clean,0
2025-10-04 00:50:00,1.62,25.67,7.09,7.45,185.8,0.099,clean,0
2025-10-04 01:00:00,1.3,25.74,7.3,6.58,184.8,0.076,clean,0
2025-10-04 01:10:00,2.94,26.29,7.42,7.01,199.3,0.155,clean,0
2025-10-04 01:20:00,3.38,26.62,7.11,6.59,199.4,0.198,clean,0
2025-10-04 01:30:00,2.97,26.01,7.24,5.83,188.2,0.123,clean,0
2025-10-04 01:40:00,0.93,26.15,7.27,6.29,192.7,0.104,clean,0
2025-10-04 01:50:00,2.91,26.85,7.27,6.57,187.7,0.102,clean,0
2025-10-04 02:00:00,1.7,26.12,7.21,6.27,173.1,0.0,clean,0
2025-10-04 02:10:00,3.67,27.3,7.31,6.39,191.3,0.137,clean,0
2025-10-04 02:20:00,3.37,26.28,7.27,6.45,159.1,0.107,clean,0
2025-10-04 02:30:00,2.06,25.12,7.01,6.46,195.8,0.121,clean,0
2025-10-04 02:40:00,2.49,26.38,7.33,6.53,162.1,0.064,clean,0
2025-10-04 02:50:00,1.94,26.19,7.33,5.97,184.3,0.081,clean,0
2025-10-04 03:00:00,2.94,26.64,7.09,6.14,167.3,0.079,clean,0
2025-10-04 03:10:00,3.96,26.34,7.21,5.86,188.3,0.151,clean,0
2025-10-04 03:20:00,2.01,25.93,7.3,6.99,179.5,0.081,clean,0
2025-10-04 03:30:00,3.5,25.39,7.17,5.45,156.1,0.204,clean,0
2025-10-04 03:40:00,2.47,25.9,7.36,7.08,186.3,0.122,clean,0
2025-10-04 03:50:00,2.21,25.57,7.55,7.19,171.3,0.036,clean,0
2025-10-04 04:00:00,2.89,25.71,7.08,6.35,193.2,0.094,clean,0
2025-10-04 04:10:00,1.96,26.29,6.99,5.2,180.0,0.067,clean,0
2025-10-04 04:20:00,2.45,26.83,7.25,6.32,185.9,0.0,clean,0
2025-10-04 04:30:00,1.8,26.2,7.31,6.47,165.6,0.18,clean,0
2025-10-04 04:40:00,4.96,25.4,7.17,5.99,171.2,0.135,clean,0
2025-10-04 04:50:00,3.04,26.22,7.42,6.24,173.1,0.127,clean,0
2025-10-04 05:00:00,2.3,26.6,7.0,7.27,192.9,0.108,clean,0
2025-10-04 05:10:00,3.21,25.7,7.3,6.83,205.2,0.031,clean,0
2025-10-04 05:20:00,2.89,25.93,7.11,6.04,167.9,0.076,clean,0
2025-10-04 05:30:00,2.78,26.01,7.46,5.7,196.2,0.142,clean,0
2025-10-04 05:40:00,3.61,25.61,7.5,6.34,147.5,0.047,clean,0
2025-10-04 05:50:00,3.76,26.32,7.09,6.39,162.1,0.0,clean,0
2025-10-04 06:00:00,2.47,25.94,7.12,6.75,165.6,0.089,clean,0
2025-10-04 06:10:00,2.42,26.21,7.33,6.23,159.7,0.093,clean,0
2025-10-04 06:20:00,2.72,25.56,7.14,6.76,156.2,0.107,clean,0
2025-10-04 06:30:00,0.7,25.78,7.19,7.47,186.2,0.136,clean,0
2025-10-04 06:40:00,1.48,26.36,7.2,6.91,176.8,0.132,clean,0
2025-10-04 06:50:00,4.37,25.81,6.91,6.48,185.7,0.113,clean,0
2025-10-04 07:00:00,4.64,26.86,7.2,6.41,190.4,0.16,clean,0
2025-10-04 07:10:00,2.75,25.8,7.1,6.32,184.0,0.024,clean,0
2025-10-04 07:20:00,3.58,26.11,7.13,7.09,189.9,0.125,clean,0
2025-10-04 07:30:00,3.31,26.47,7.42,6.19,179.0,0.131,clean,0
2025-10-04 07:40:00,6.08,25.29,7.01,6.52,162.2,0.038,clean,0
2025-10-04 07:50:00,4.12,25.12,7.32,6.53,195.9,0.025,clean,0
2025-10-04 08:00:00,2.87,25.24,7.16,6.25,171.2,0.063,clean,0
2025-10-04 08:10:00,2.04,26.63,7.16,5.81,166.0,0.067,clean,0
2025-10-04 08:20:00,1.39,25.72,7.32,6.66,177.3,0.138,clean,0
2025-10-04 08:30:00,3.2,27.28,7.25,6.47,166.3,0.069,clean,0
2025-10-04 08:40:00,2.24,25.72,7.29,6.75,173.7,0.057,clean,0
2025-10-04 08:50:00,1.58,26.09,7.35,6.23,185.2,0.069,clean,0
2025-10-04 09:00:00,2.35,26.77,7.15,7.11,185.2,0.156,clean,0
2025-10-04 09:10:00,1.92,27.0,7.11,6.06,166.5,0.101,clean,0
2025-10-04 09:20:00,4.69,27.03,7.04,7.36,172.7,0.091,clean,0
2025-10-04 09:30:00,3.88,26.6,7.08,5.63,196.1,0.094,clean,0
2025-10-04 09:40:00,2.99,26.51,7.64,6.72,187.4,0.165,clean,0
2025-10-04 09:50:00,4.48,26.3,7.39,6.74,211.1,0.063,clean,0
2025-10-04 10:00:00,3.08,26.39,7.0,6.1,197.7,0.166,clean,0
2025-10-04 10:10:00,2.14,25.72,7.0,6.71,197.2,0.111,clean,0
2025-10-04 10:20:00,4.52,25.59,7.27,7.14,159.2,0.092,clean,0
2025-10-04 10:30:00,3.54,26.0,7.28,5.39,191.5,0.225,clean,0
2025-10-04 10:40:00,1.96,25.91,7.28,6.75,179.2,0.047,clean,0
2025-10-04 10:50:00,2.81,25.77,7.16,5.25,171.7,0.082,clean,0
2025-10-04 11:00:00,2.12,26.35,7.18,6.02,182.5,0.038,clean,0
2025-10-04 11:10:00,1.62,26.48,7.25,7.31,194.2,0.148,clean,0
2025-10-04 11:20:00,3.93,26.04,7.21,6.21,187.5,0.184,clean,0
2025-10-04 11:30:00,4.91,26.74,6.87,5.91,166.8,0.183,clean,0
2025-10-04 11:40:00,1.6,25.43,7.17,6.4,191.1,0.161,clean,0
2025-10-04 11:50:00,3.56,25.9,7.07,7.53,170.4,0.09,clean,0
2025-10-04 12:00:00,2.35,25.64,7.23,5.58,183.3,0.082,clean,0
2025-10-04 12:10:00,2.51,25.07,7.65,5.97,175.4,0.016,clean,0
2025-10-04 12:20:00,2.41,25.96,7.26,7.25,176.7,0.202,clean,0
2025-10-04 12:30:00,2.14,25.94,7.15,7.43,191.5,0.123,clean,0
2025-10-04 12:40:00,3.05,26.76,7.34,6.45,164.4,0.075,clean,0
2025-10-04 12:50:00,2.17,26.32,7.27,5.88,209.2,0.166,clean,0
2025-10-04 13:00:00,3.27,25.49,7.26,7.55,152.7,0.051,clean,0
2025-10-04 13:10:00,2.95,26.93,7.29,7.3,171.0,0.12,clean,0
2025-10-04 13:20:00,2.76,26.61,7.51,6.84,185.6,0.091,clean,0
2025-10-04 13:30:00,2.09,26.29,7.03,6.09,188.8,0.132,clean,0
2025-10-04 13:40:00,2.42,25.89,7.27,6.48,178.5,0.097,clean,0
2025-10-04 13:50:00,3.76,25.52,7.06,6.42,179.1,0.027,clean,0
2025-10-04 14:00:00,3.5,25.81,7.28,6.67,186.2,0.104,clean,0
2025-10-04 14:10:00,2.02,26.54,7.06,7.23,176.5,0.152,clean,0
2025-10-04 14:20:00,3.1,26.94,7.14,6.94,200.9,0.099,clean,0
2025-10-04 14:30:00,3.75,26.77,7.16,5.96,192.6,0.139,clean,0
2025-10-04 14:40:00,1.33,25.76,7.35,7.19,193.1,0.048,clean,0
2025-10-04 14:50:00,3.54,25.44,7.34,6.66,165.5,0.099,clean,0
2025-10-04 15:00:00,2.34,26.07,7.01,6.84,178.8,0.069,clean,0
2025-10-04 15:10:00,3.57,25.12,7.21,7.23,175.5,0.137,clean,0
2025-10-04 15:20:00,2.24,26.16,7.09,5.94,164.9,0.102,clean,0
2025-10-04 15:30:00,1.2,25.93,7.01,6.48,185.4,0.135,clean,0
2025-10-04 15:40:00,1.37,25.77,7.17,6.23,171.9,0.154,clean,0
2025-10-04 15:50:00,3.05,25.2,7.15,5.72,189.8,0.135,clean,0
2025-10-04 16:00:00,3.26,26.26,7.56,6.67,163.9,0.114,clean,0
2025-10-04 16:10:00,2.1,25.73,7.26,7.76,205.8,0.05,clean,0
2025-10-04 16:20:00,3.64,25.42,6.99,5.58,166.6,0.1,clean,0
2025-10-04 16:30:00,1.34,24.56,7.12,6.48,183.3,0.073,clean,0
2025-10-04 16:40:00,2.93,25.99,7.35,6.82,191.9,0.083,clean,0
2025-10-04 16:50:00,1.79,26.89,7.51,6.56,171.4,0.081,clean,0
2025-10-04 17:00:00,2.35,26.83,6.96,6.44,192.8,0.051,clean,0
2025-10-04 17:10:00,3.05,25.77,6.92,5.85,161.6,0.002,clean,0
2025-10-04 17:20:00,2.14,25.7,7.48,6.62,201.8,0.067,clean,0
2025-10-04 17:30:00,2.62,26.23,7.26,6.12,180.2,0.11,clean,0
2025-10-04 17:40:00,4.01,25.5,7.07,5.41,171.1,0.033,clean,0
2025-10-04 17:50:00,2.42,26.15,7.28,7.1,175.5,0.101,clean,0
2025-10-04 18:00:00,3.84,26.38,6.8,6.98,192.1,0.195,clean,0
2025-10-04 18:10:00,1.87,26.61,7.2,6.53,171.2,0.151,clean,0
2025-10-04 18:20:00,3.53,25.95,7.25,6.61,168.8,0.182,clean,0
2025-10-04 18:30:00,4.44,25.9,7.34,7.04,176.7,0.12,clean,0
2025-10-04 18:40:00,0.53,25.56,7.05,6.61,162.3,0.158,clean,0
2025-10-04 18:50:00,2.2,25.59,7.21,6.95,207.3,0.064,clean,0
2025-10-04 19:00:00,3.58,25.89,7.06,6.35,171.5,0.068,clean,0
2025-10-04 19:10:00,2.8,26.18,7.24,7.16,192.5,0.0,clean,0
2025-10-04 19:20:00,3.37,26.46,7.07,6.66,183.1,0.159,clean,0
2025-10-04 19:30:00,2.4,25.6,7.14,6.6,165.2,0.177,clean,0
2025-10-04 19:40:00,3.09,26.75,7.05,5.86,179.9,0.072,clean,0
2025-10-04 19:50:00,2.84,25.86,7.3,6.64,191.8,0.087,clean,0
2025-10-04 20:00:00,4.17,25.99,7.33,6.08,177.2,0.062,clean,0
2025-10-04 20:10:00,3.25,25.63,7.16,6.18,197.9,0.119,clean,0
2025-10-04 20:20:00,3.34,24.79,7.21,6.09,195.3,0.156,clean,0
2025-10-04 20:30:00,2.59,26.44,6.98,5.97,193.8,0.013,clean,0
2025-10-04 20:40:00,2.51,26.37,7.16,7.56,173.1,0.12,clean,0
2025-10-04 20:50:00,2.57,25.86,7.19,7.17,163.8,0.086,clean,0
2025-10-04 21:00:00,3.39,26.03,7.59,7.46,170.8,0.106,clean,0
2025-10-04 21:10:00,2.58,26.26,7.03,5.89,182.9,0.123,clean,0
2025-10-04 21:20:00,3.29,25.22,7.42,6.54,188.2,0.091,clean,0
2025-10-04 21:30:00,5.08,25.74,7.35,5.85,147.4,0.095,clean,0
2025-10-04 21:40:00,3.87,26.4,7.24,6.15,179.9,0.089,clean,0
2025-10-04 21:50:00,2.42,25.37,7.46,6.04,182.4,0.13,clean,0
2025-10-04 22:00:00,4.83,26.15,7.26,7.08,175.8,0.089,clean,0
2025-10-04 22:10:00,4.59,25.32,7.26,6.22,199.4,0.199,clean,0
2025-10-04 22:20:00,2.61,26.23,7.19,6.91,186.3,0.063,clean,0
2025-10-04 22:30:00,4.45,25.98,7.38,6.64,199.7,0.17,clean,0
2025-10-04 22:40:00,6.82,25.19,7.36,7.45,176.8,0.204,clean,0
2025-10-04 22:50:00,8.2,26.58,7.11,5.52,194.1,0.228,dirty,1
2025-10-04 23:00:00,10.7,25.63,7.0,6.84,204.5,0.372,dirty,1
2025-10-04 23:10:00,13.76,25.59,7.17,6.75,199.7,0.353,dirty,1
2025-10-04 23:20:00,13.49,26.1,7.08,5.65,163.6,0.373,dirty,1
2025-10-04 23:30:00,11.12,26.57,7.19,6.6,176.2,0.433,dirty,1
2025-10-04 23:40:00,14.09,25.49,7.39,6.22,174.8,0.408,dirty,1
2025-10-04 23:50:00,13.28,26.03,7.13,5.9,187.3,0.466,dirty,1
2025-10-05 00:00:00,16.74,26.21,7.19,5.56,190.3,0.61,dirty,1
2025-10-05 00:10:00,19.96,26.35,7.21,5.57,167.4,0.5,dirty,1
2025-10-05 00:20:00,15.55,26.09,7.33,6.91,181.0,0.64,dirty,1
2025-10-05 00:30:00,21.25,25.82,6.86,5.85,149.7,0.655,dirty,1
2025-10-05 00:40:00,20.64,25.59,7.11,6.2,201.6,0.612,dirty,1
2025-10-05 00:50:00,18.87,26.04,7.23,5.37,172.3,0.527,dirty,1
2025-10-05 01:00:00,22.01,25.46,7.38,5.34,180.8,0.676,dirty,1
2025-10-05 01:10:00,25.45,24.54,7.13,6.23,175.4,0.772,dirty,1
2025-10-05 01:20:00,22.39,26.22,6.92,4.97,197.2,0.853,dirty,1
2025-10-05 01:30:00,23.08,26.45,7.29,5.4,137.4,0.839,dirty,1
2025-10-05 01:40:00,23.69,24.82,7.1,5.58,179.8,0.834,dirty,1
2025-10-05 01:50:00,26.31,25.5,7.02,5.58,178.4,0.878,dirty,1
2025-10-05 02:00:00,28.24,26.31,7.11,5.39,173.2,0.886,dirty,1
2025-10-05 02:10:00,2.14,27.03,7.17,6.7,205.9,0.118,clean,0
2025-10-05 02:20:00,3.07,26.01,7.11,6.85,166.7,0.063,clean,0
2025-10-05 02:30:00,2.52,25.64,6.87,6.87,191.6,0.143,clean,0
2025-10-05 02:40:00,3.48,25.91,7.33,6.01,185.3,0.108,clean,0
2025-10-05 02:50:00,3.33,26.69,7.39,6.36,198.9,0.115,clean,0
2025-10-05 03:00:00,4.04,25.68,7.3,7.1,170.0,0.061,clean,0
2025-10-05 03:10:00,2.49,25.6,7.03,6.95,169.0,0.135,clean,0
2025-10-05 03:20:00,2.73,25.76,7.17,5.81,196.4,0.204,clean,0
2025-10-05 03:30:00,2.02,25.52,7.2,6.68,186.4,0.05,clean,0
2025-10-05 03:40:00,2.56,26.06,7.29,5.51,156.8,0.083,clean,0
2025-10-05 03:50:00,3.38,26.81,7.3,6.52,171.9,0.112,clean,0
2025-10-05 04:00:00,3.76,26.16,7.09,7.45,185.8,0.139,clean,0
2025-10-05 04:10:00,2.08,25.87,7.21,6.03,192.6,0.072,clean,0
2025-10-05 04:20:00,3.87,25.85,7.27,6.08,169.8,0.0,clean,0
2025-10-05 04:30:00,4.36,25.22,7.42,6.88,136.3,0.168,clean,0
2025-10-05 04:40:00,3.41,26.44,7.31,5.73,187.8,0.138,clean,0
2025-10-05 04:50:00,4.88,25.96,7.32,6.18,161.7,0.013,clean,0
2025-10-05 05:00:00,2.23,25.91,7.21,6.8,149.7,0.07,clean,0
2025-10-05 05:10:00,1.76,27.6,7.41,6.18,137.5,0.178,clean,0
2025-10-05 05:20:00,1.22,26.15,7.26,6.38,192.2,0.172,clean,0
2025-10-05 05:30:00,4.5,25.62,7.07,6.87,181.9,0.147,clean,0
2025-10-05 05:40:00,3.65,25.79,7.41,6.71,176.6,0.091,clean,0
2025-10-05 05:50:00,2.94,26.57,7.3,6.63,200.8,0.104,clean,0
2025-10-05 06:00:00,3.28,26.06,7.13,6.33,189.6,0.093,clean,0
2025-10-05 06:10:00,1.87,25.28,7.13,6.69,204.2,0.156,clean,0
2025-10-05 06:20:00,5.45,26.46,7.24,6.44,159.1,0.056,clean,0
2025-10-05 06:30:00,3.13,25.67,7.27,6.73,179.5,0.06,clean,0
2025-10-05 06:40:00,3.11,26.94,7.23,6.25,155.7,0.151,clean,0
2025-10-05 06:50:00,3.73,26.54,7.25,6.41,176.6,0.098,clean,0
2025-10-05 07:00:00,3.48,25.78,7.45,6.01,176.3,0.169,clean,0
2025-10-05 07:10:00,3.22,26.64,7.36,6.48,189.4,0.066,clean,0
2025-10-05 07:20:00,2.21,26.03,7.23,6.09,180.7,0.097,clean,0
2025-10-05 07:30:00,3.47,26.43,7.34,5.94,189.4,0.054,clean,0
2025-10-05 07:40:00,4.88,26.24,7.05,6.63,190.6,0.1,clean,0
2025-10-05 07:50:00,4.35,25.58,7.26,6.61,212.3,0.026,clean,0
2025-10-05 08:00:00,4.59,25.68,7.47,6.89,175.3,0.076,clean,0
2025-10-05 08:10:00,2.49,26.51,7.17,6.28,165.9,0.028,clean,0
2025-10-05 08:20:00,2.01,25.83,7.07,6.7,183.7,0.135,clean,0
2025-10-05 08:30:00,2.87,25.8,7.1,6.78,168.0,0.136,clean,0
2025-10-05 08:40:00,3.06,25.52,7.04,6.72,202.2,0.013,clean,0
2025-10-05 08:50:00,4.09,26.21,7.08,6.09,175.8,0.167,clean,0
2025-10-05 09:00:00,1.31,27.03,7.14,6.57,171.5,0.225,clean,0
2025-10-05 09:10:00,4.53,25.47,6.99,6.68,172.9,0.102,clean,0
2025-10-05 09:20:00,2.84,26.01,7.2,6.5,190.8,0.068,clean,0
2025-10-05 09:30:00,2.57,26.71,7.34,5.46,177.6,0.241,clean,0
2025-10-05 09:40:00,1.99,25.96,7.06,6.58,170.4,0.034,clean,0
2025-10-05 09:50:00,1.35,26.23,7.43,7.61,205.0,0.101,clean,0
2025-10-05 10:00:00,3.82,25.47,7.28,6.32,167.2,0.109,clean,0
2025-10-05 10:10:00,3.07,26.21,7.35,6.14,180.5,0.167,clean,0
2025-10-05 10:20:00,1.71,25.91,7.1,6.69,189.8,0.118,clean,0
2025-10-05 10:30:00,1.7,26.49,7.33,6.66,155.5,0.075,clean,0
2025-10-05 10:40:00,2.66,26.59,7.04,7.1,187.2,0.052,clean,0
2025-10-05 10:50:00,4.67,27.29,7.33,5.87,164.2,0.083,clean,0
2025-10-05 11:00:00,2.74,26.29,7.23,6.87,192.3,0.05,clean,0
2025-10-05 11:10:00,1.5,26.16,7.28,6.8,165.6,0.102,clean,0
2025-10-05 11:20:00,2.75,26.1,7.02,6.43,190.4,0.072,clean,0
2025-10-05 11:30:00,2.73,25.82,7.07,6.67,196.6,0.025,clean,0
2025-10-05 11:40:00,0.3,26.17,7.29,7.01,192.9,0.163,clean,0
2025-10-05 11:50:00,2.95,25.85,7.06,6.94,183.8,0.075,clean,0
2025-10-05 12:00:00,2.77,26.08,7.27,5.93,176.5,0.037,clean,0
2025-10-05 12:10:00,3.7,26.66,6.99,6.91,171.4,0.092,clean,0
2025-10-05 12:20:00,4.85,25.5,7.33,6.47,202.1,0.103,clean,0
2025-10-05 12:30:00,4.13,26.57,7.02,6.54,169.5,0.013,clean,0
2025-10-05 12:40:00,2.73,26.66,7.28,6.54,164.4,0.117,clean,0
2025-10-05 12:50:00,1.89,25.94,7.29,6.42,190.0,0.048,clean,0
2025-10-05 13:00:00,5.57,24.94,7.1,7.1,168.1,0.186,clean,0
2025-10-05 13:10:00,3.06,25.7,7.29,6.46,165.7,0.126,clean,0
2025-10-05 13:20:00,3.01,26.65,7.24,5.94,158.3,0.08,clean,0
2025-10-05 13:30:00,2.98,25.99,7.12,6.3,172.8,0.063,clean,0
2025-10-05 13:40:00,3.2,25.5,7.05,6.59,178.8,0.095,clean,0
2025-10-05 13:50:00,2.86,25.75,6.91,7.11,183.6,0.131,clean,0
